wall_time,scenario,label,event,frame,actor_id,type_id,role_name,spring_scale,damper_scale,apply_count,verify_count,message
1779191705.754373,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11084,1558,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,24,readback matched static command
1779191718.225093,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11134,1558,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,25,readback matched static command
1779191729.853172,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11184,1558,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,26,readback matched static command
1779191736.742534,T4_k1.05_c1.10,T4 k=1.05 c=1.10,actor_removed,11208,,,,1.05,1.1,,,actor 1558 disappeared
1779191736.742559,T4_k1.05_c1.10,T4 k=1.05 c=1.10,waiting_for_vehicle,11208,,,,1.05,1.1,,,no matching vehicle found
1779191740.272729,T4_k1.05_c1.10,T4 k=1.05 c=1.10,native_captured,11212,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,0,0,captured native suspension
1779191740.272788,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_applied,11212,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,0,applied static suspension command
1779191740.275610,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11212,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,1,readback matched static command
1779191745.294711,T4_k1.05_c1.10,T4 k=1.05 c=1.10,runtime_error,,,,,1.05,1.1,,,"time-out of 5000ms while waiting for the simulator, make sure the simulator is ready and connected to 127.0.0.1:2000"
1779191758.034807,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11260,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,2,readback matched static command
1779191769.058083,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11310,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,3,readback matched static command
1779191780.275655,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11360,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,4,readback matched static command
1779191791.505881,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11410,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,5,readback matched static command
1779191802.692930,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11460,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,6,readback matched static command
1779191814.025085,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11510,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,7,readback matched static command
1779191825.026256,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11560,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,8,readback matched static command
1779191836.125592,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11610,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,9,readback matched static command
1779191847.399976,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11660,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,10,readback matched static command
1779191858.390589,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11710,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,11,readback matched static command
1779191869.404287,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11760,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,12,readback matched static command
1779191880.349440,T4_k1.05_c1.10,T4 k=1.05 c=1.10,static_verified,11810,1779,vehicle.lincoln.mkz_2020,hero,1.05,1.1,1,13,readback matched static command
1779191886.415826,T4_k1.05_c1.10,T4 k=1.05 c=1.10,actor_removed,11837,,,,1.05,1.1,,,actor 1779 disappeared
1779191886.415853,T4_k1.05_c1.10,T4 k=1.05 c=1.10,waiting_for_vehicle,11837,,,,1.05,1.1,,,no matching vehicle found
1779191887.444662,T4_k1.05_c1.10,T4 k=1.05 c=1.10,stopped,,,,,1.05,1.1,,,sidecar stopped
