scenario,step,frame,elapsed_seconds,x,y,z,vx,vy,vz,speed,ax,ay,az,roll,pitch,yaw,angular_velocity_x,angular_velocity_y,angular_velocity_z
S0_stock,15,22343,350.97021836656495,106.41629028320312,-12.711931228637695,-0.027054939419031143,8.750366475851479e-08,-1.7150386000253093e-08,0.1168205589056015,0.11682055890563553,6.4111550273082685e-06,-2.6401636432638043e-09,-0.5426245927810669,0.0,0.0,-89.6092529296875,5.373286057874793e-06,1.0314090104657225e-05,-8.49669223867977e-11
S0_stock,16,22344,351.02021836731,106.41629028320312,-12.711931228637695,-0.021936187520623207,8.593359268616041e-08,-1.651774894639857e-08,0.09325015544891357,0.09325015544895462,-3.1401441447087564e-08,1.2652741077090468e-08,-0.47140806913375854,0.0,0.0,-89.6092529296875,5.179924755793763e-06,1.00416282293736e-05,-5.0742465784736623e-11
S0_stock,17,22345,351.07021836805507,106.41629028320312,-12.711931228637695,-0.017881928011775017,-7.27743838524475e-08,-1.5344051362831124e-08,0.07347631454467773,0.07347631454471537,-3.1741594739287393e-06,2.3473951671348914e-08,-0.3954768180847168,0.0,0.0,-89.6092529296875,4.4573007471626624e-06,1.4585112694476265e-05,1.1820856515853961e-09
S0_stock,18,22346,351.1202183688001,106.41629028320312,-12.711931228637695,-0.014707221649587154,-4.883989959125756e-07,2.7527212509426136e-08,0.05729309096932411,0.05729309097141242,-8.3124923548894e-06,8.574252774451452e-07,-0.32366448640823364,0.0,0.0,-89.6092529296875,-9.399432201462332e-06,-7.92623086454114e-06,8.844047272305033e-09
S0_stock,19,22347,351.1702183695452,106.41629028320312,-12.711931228637695,-0.012244490906596184,-1.81948522026687e-07,-1.5822742227555864e-08,0.04428928345441818,0.04428928345479475,6.129009761934867e-06,-8.669991302667768e-07,-0.2600761651992798,0.0,0.0,-89.6092529296875,4.932885531161446e-06,-6.703220424242318e-05,6.542337227521955e-10
S0_stock,20,22348,351.22021837029024,106.41629028320312,-12.711931228637695,-0.010348853655159473,5.52609513704283e-08,7.32527212221612e-08,0.03399010747671127,0.033990107476835126,4.7441894821531605e-06,1.7815092405726318e-06,-0.20598351955413818,0.0,0.0,-89.6092529296875,-2.24411633098498e-05,5.092505944048753e-06,-7.648745636856802e-09
S0_stock,21,22349,351.2702183710353,106.41629028320312,-12.711931228637695,-0.008899306878447533,4.981252743618825e-08,-1.4923978497449752e-08,0.025926275178790092,0.02592627517884224,-1.0896847868480108e-07,-1.7635339872867917e-06,-0.16127663850784302,0.0,0.0,-89.6092529296875,4.64212962469901e-06,6.52351081953384e-06,6.725352219572045e-11
S0_stock,22,22350,351.32021837178036,106.41629028320312,-12.711931228637695,-0.007797126658260822,4.306082246330334e-08,-1.3420822675414001e-08,0.01967114396393299,0.0196711439639847,-1.3503409945769818e-07,3.006311644071502e-08,-0.12510262429714203,0.0,0.0,-89.6092529296875,4.176334186922759e-06,5.1464235184539575e-06,-1.2299979090801827e-10
S0_stock,23,22351,351.3702183725254,106.41629028320312,-12.711931228637695,-0.0069631957449018955,5.377895107017139e-08,-1.2262446169586383e-08,0.014854926615953445,0.014854926616055853,2.1436257213736098e-07,2.316753011655237e-08,-0.09632434695959091,0.0,0.0,-89.6092529296875,3.83721771868295e-06,6.079201739339624e-06,2.613588789834864e-10
S0_stock,24,22352,351.4202183732705,106.41629028320312,-12.711931228637695,-0.006334876641631126,2.320044067971594e-08,-1.2564332685371937e-08,0.011173543520271778,0.011173543520302929,-6.115702717579552e-07,-6.037730315711087e-09,-0.07362766563892365,0.0,0.0,-89.6092529296875,3.855039267364191e-06,7.645113328180742e-06,4.950946319581817e-10
S0_stock,25,22353,351.47021837401553,106.41630554199219,-12.714947700500488,-0.005925826728343964,0.0012525040656328201,-0.18267148733139038,0.008373117074370384,0.18286757541958565,0.025049617514014244,-3.6534295082092285,-0.05600852891802788,-8.337633916610798e-10,0.016877396032214165,-89.60945892333984,-1.0793814659118652,-0.007500657811760902,-0.002777084242552519
S0_stock,26,22354,351.5202183747606,106.41644287109375,-12.737017631530762,-0.005891838110983372,0.003341893432661891,-0.48907843232154846,0.006245326716452837,0.48912972238416874,0.04178778827190399,-6.128139019012451,-0.042555809020996094,-3.0515784601448104e-05,0.10305389016866684,-89.60921478271484,-1.4101136922836304,-0.00970777589827776,0.007339415606111288
S0_stock,27,22355,351.57021837550565,106.41664123535156,-12.76628589630127,-0.0058418274857103825,0.003912451211363077,-0.6429352164268494,0.004642362706363201,0.642963880266861,0.011411155574023724,-3.0771355628967285,-0.032059282064437866,0.0009564102510921657,0.16061188280582428,-89.61831665039062,-1.064168930053711,0.0002945598098449409,-1.0912684202194214
S0_stock,28,22356,351.6202183762507,106.41688537597656,-12.800811767578125,-0.005761260632425547,0.00458573130890727,-0.7119191288948059,0.0034409617073833942,0.7119422134102237,0.013465601950883865,-1.3796782493591309,-0.024028019979596138,0.00024442074936814606,0.19165509939193726,-89.61666107177734,-0.3904881179332733,-0.009666161611676216,0.44555607438087463
S0_stock,29,22357,351.67021837699576,106.4171142578125,-12.836227416992188,-0.0056085968390107155,0.004655084107071161,-0.7058125138282776,0.0025534629821777344,0.7058324834249539,0.0013870559632778168,0.1221323013305664,-0.017749974504113197,0.00010131279850611463,0.18936015665531158,-89.61367797851562,0.26025861501693726,-0.0012424933956936002,0.0113463019952178
S0_stock,30,22358,351.7202183777408,106.41737365722656,-12.871252059936523,-0.005426979158073664,0.0046821520663797855,-0.6997792720794678,0.0018962954636663198,0.6997975050802396,0.0005413591861724854,0.12066483497619629,-0.01314335037022829,0.0,0.16917011141777039,-89.61419677734375,0.49279993772506714,0.0033782825339585543,-0.18607313930988312
S0_stock,31,22359,351.7702183784859,106.41761779785156,-12.90596866607666,-0.0052513121627271175,0.004846533294767141,-0.6998950242996216,0.0014079379616305232,0.6999132204878323,0.003287624567747116,-0.002315044403076172,-0.00976715050637722,-9.156083251582459e-05,0.14306513965129852,-89.61557006835938,0.5213174819946289,-3.694827319122851e-05,-0.08483289182186127
S0_stock,32,22360,351.82021837923094,106.4178466796875,-12.940475463867188,-0.005097351036965847,0.004645246546715498,-0.6911638975143433,0.0010424804640933871,0.6911802936341686,-0.004025734961032867,0.1746225357055664,-0.0073091499507427216,-9.154739382211119e-05,0.11731532216072083,-89.61456298828125,0.5147974491119385,0.0030779156368225813,0.14934709668159485
S0_stock,33,22361,351.870218379976,106.4180908203125,-12.975065231323242,-0.004972686525434256,0.004605212714523077,-0.6973926424980164,0.0007680415874347091,0.6974082704430684,-0.0008006766438484192,-0.12457489967346191,-0.005488777533173561,-3.0515779144479893e-05,0.09532211720943451,-89.6130599975586,0.40428367257118225,0.0028319882694631815,0.10654083639383316
S0_stock,34,22362,351.92021838072105,106.4183349609375,-13.009794235229492,-0.004874076694250107,0.004541426431387663,-0.6985746026039124,0.0005655288696289062,0.6985895932377952,-0.0012757256627082825,-0.023639202117919922,-0.0040502543561160564,8.601109584560618e-06,0.07737237960100174,-89.6138916015625,0.3255903422832489,0.006419270299375057,-0.14076349139213562
S0_stock,35,22363,351.9702183814661,106.4185791015625,-13.04475212097168,-0.0047984314151108265,0.004836124833673239,-0.7077914476394653,0.00041590689215809107,0.7078080915287136,0.005893968045711517,-0.18433690071105957,-0.0029924395494163036,-3.051909152418375e-05,0.06324754655361176,-89.61373901367188,0.2289218306541443,-0.0033080577850341797,-0.03251087665557861
S0_stock,36,22364,352.02021838221117,106.41880798339844,-13.080253601074219,-0.004745826590806246,0.0049155172891914845,-0.7181420922279358,0.0003039359871763736,0.7181589791382,0.001587849110364914,-0.20701289176940918,-0.002239418216049671,-0.00015259042265824974,0.05368528515100479,-89.60784149169922,0.15562449395656586,-0.002592874225229025,0.3987782895565033
S0_stock,37,22365,352.0702183829562,106.41903686523438,-13.117161750793457,-0.004721107427030802,0.005131531972438097,-0.7492262721061707,0.00021898269187659025,0.7492438771107264,0.004320293664932251,-0.6216835975646973,-0.001699065905995667,-0.0002136219118256122,0.050440944731235504,-89.60631561279297,0.03686074912548065,-0.0027403959538787603,0.12707091867923737
S0_stock,38,22366,352.1202183837013,106.41929626464844,-13.154855728149414,-0.004700889345258474,0.005148380994796753,-0.7569582462310791,0.00016033172141760588,0.756975771125047,0.0003369804471731186,-0.15463948249816895,-0.0011730194091796875,-0.00018310615269001573,0.0474083386361599,-89.60945892333984,0.08018311858177185,0.0025219700764864683,-0.310518741607666
S0_stock,39,22367,352.17021838444634,106.41954040527344,-13.193062782287598,-0.00468036625534296,0.005294255446642637,-0.7697827219963074,0.00011641502351267263,0.7698009364616519,0.0029174890369176865,-0.25648951530456543,-0.0008783339289948344,-0.00015258872008416802,0.04372003674507141,-89.60973358154297,0.06746520102024078,0.0005671466351486742,-0.02331475540995598
S0_stock,40,22368,352.2202183851914,106.41976928710938,-13.231490135192871,-0.0046578217297792435,0.005241031758487225,-0.7690228223800659,8.474350033793598e-05,0.7690406861387483,-0.0010644737631082535,0.015197992324829102,-0.0006334304343909025,-0.00015259039355441928,0.03889792412519455,-89.60668182373047,0.11462648212909698,0.0011777642648667097,0.2916308641433716
S0_stock,41,22369,352.27021838593646,106.42002868652344,-13.270151138305664,-0.004636306781321764,0.005253040697425604,-0.7761994004249573,6.168365507619455e-05,0.7762171780252646,0.00024017877876758575,-0.14353156089782715,-0.0004611969052348286,-0.0001525887055322528,0.03403482958674431,-89.60611724853516,0.09088078141212463,0.0025946784298866987,0.04522485285997391
S0_stock,42,22370,352.3202183866815,106.42028045654297,-13.308719635009766,-0.004612312186509371,0.005180882755666971,-0.7711108326911926,4.465103120310232e-05,0.7711282382545377,-0.0014431588351726532,0.10177135467529297,-0.0003406524774618447,-6.103481427999213e-05,0.02824966050684452,-89.6065673828125,0.11414624750614166,0.0034886044450104237,-0.07959174364805222
S0_stock,43,22371,352.3702183874266,106.42052459716797,-13.347199440002441,-0.00458946218714118,0.005337818525731564,-0.7692879438400269,3.173828008584678e-05,0.7693064628946961,0.0031387154012918472,0.03645777702331543,-0.0002582550223451108,-9.155388397630304e-05,0.022601094096899033,-89.60623168945312,0.11115012317895889,-0.001647435361519456,-0.07128382474184036
S0_stock,44,22372,352.42021838817163,106.4207763671875,-13.385599136352539,-0.004569969139993191,0.005243120715022087,-0.7643996477127075,2.5539397029206157e-05,0.7644176295654127,-0.0018939562141895294,0.09776592254638672,-0.0001239776611328125,-0.00012206962855998427,0.01770384982228279,-89.60626220703125,0.12211234122514725,0.002212465973570943,0.12891124188899994
S0_stock,45,22373,352.4702183889167,106.42101287841797,-13.424039840698242,-0.004556198138743639,0.005196267738938332,-0.7721747159957886,1.6880034308996983e-05,0.7721921998482806,-0.0009370595216751099,-0.1555013656616211,-0.0001731872616801411,-6.103481427999213e-05,0.01425460446625948,-89.6041259765625,0.04804446920752525,0.0030115984845906496,0.07862449437379837
S0_stock,46,22374,352.52021838966175,106.4212646484375,-13.462450981140137,-0.004544563125818968,0.005304180085659027,-0.7699093222618103,1.1768341209972277e-05,0.7699275933297332,0.00215824693441391,0.04530787467956543,-0.00010223386198049411,-9.155262523563579e-05,0.011324453167617321,-89.6068115234375,0.04565240815281868,0.0009611420682631433,-0.1996886134147644
S0_stock,47,22375,352.5702183904068,106.42152404785156,-13.500980377197266,-0.004536933731287718,0.005327755585312843,-0.7741826176643372,1.0395049685030244e-05,0.7742009497418865,0.00047150999307632446,-0.08546590805053711,-2.746583049884066e-05,-6.103522173361853e-05,0.009411999955773354,-89.60686492919922,0.014961235225200653,0.0002332465082872659,-0.041692741215229034
S0_stock,48,22376,352.62021839115187,106.42176818847656,-13.53958511352539,-0.004531326238065958,0.005355300381779671,-0.7724642753601074,8.764266567595769e-06,0.7724828386615507,0.0005508959293365479,0.03436684608459473,-3.261566234868951e-05,-9.155262523563579e-05,0.007977660745382309,-89.60530853271484,0.023874761536717415,-0.0007538874051533639,0.0919019877910614
S0_stock,49,22377,352.6702183918969,106.4220199584961,-13.57835578918457,-0.004528350662440062,0.005274118855595589,-0.7758661508560181,6.86645489622606e-06,0.7758840766641525,-0.0016236305236816406,-0.06803750991821289,-3.795623342739418e-05,-6.103480700403452e-05,0.007240000180900097,-89.6053466796875,0.015064181759953499,0.0020798351615667343,0.07374733686447144
S0_stock,50,22378,352.720218392642,106.4222640991211,-13.61722183227539,-0.00452625285834074,0.005361257586628199,-0.7754036784172058,1.468658410885837e-06,0.7754222124675052,0.0017427746206521988,0.009249448776245117,-0.00010795592970680445,-3.0517821869580075e-05,0.006727735977619886,-89.60582733154297,0.03259311243891716,-0.0009813783690333366,-0.1517779678106308
S0_stock,51,22379,352.77021839338704,106.42253875732422,-13.65621566772461,-0.004525336902588606,0.0054364074021577835,-0.7837048768997192,3.3092499052145286e-06,0.7837237323271495,0.0015029963105916977,-0.16602396965026855,3.6811830796068534e-05,-6.103522173361853e-05,0.006502339616417885,-89.607177734375,-0.013703006319701672,-0.0006845929310657084,-0.06274663656949997
S0_stock,52,22380,352.8202183941321,106.42279815673828,-13.695279121398926,-0.004523429553955793,0.005420968402177095,-0.782753586769104,3.089904794251197e-06,0.782772358037675,-0.0003087799996137619,0.019025802612304688,-4.386902219266631e-06,-6.103543273638934e-05,0.006051547359675169,-89.60540008544922,-0.0010464296210557222,-0.0007534897304140031,0.07581241428852081
S0_stock,53,22381,352.87021839487716,106.4230728149414,-13.734624862670898,-0.004524765070527792,0.0053484514355659485,-0.7879810929298401,2.8514862151496345e-06,0.787999244134025,-0.0014503393322229385,-0.10455012321472168,-4.76837158203125e-06,-2.0844082015969434e-10,0.006420377641916275,-89.60504150390625,-0.0058449008502066135,0.0019126798724755645,0.07604918628931046
S0_stock,54,22382,352.9202183956222,106.42337799072266,-13.774065971374512,-0.004525299184024334,0.005435196217149496,-0.7900999784469604,4.673003957123001e-07,0.7901186729220014,0.0017348956316709518,-0.04237771034240723,-4.76837158203125e-05,-3.051740350201726e-05,0.006543321069329977,-89.60674285888672,-0.0021347724832594395,0.0002631270617712289,-0.18838167190551758
S0_stock,55,22383,352.9702183963673,106.42366790771484,-13.813678741455078,-0.004525680560618639,0.005464386660605669,-0.7961424589157104,2.326965386600932e-06,0.7961612113230242,0.0005838088691234589,-0.120849609375,3.719329833984375e-05,8.290317055070773e-06,0.006666264496743679,-89.6065902709961,-0.020756449550390244,-6.518736336147413e-05,-0.031006675213575363
S0_stock,56,22384,353.02021839711233,106.4239501953125,-13.853471755981445,-0.004525909200310707,0.005429581273347139,-0.793267548084259,2.002715973503655e-06,0.7932861294642854,-0.0006961077451705933,0.05749821662902832,-6.484988261945546e-06,2.0844082015969434e-10,0.006755056791007519,-89.60601043701172,0.025984248146414757,0.0011834093602374196,0.10557782649993896
S0_stock,57,22385,353.0702183978574,106.42424774169922,-13.893465042114258,-0.004527473356574774,0.005481187719851732,-0.8035900592803955,-1.0871887070607045e-06,0.8036087523131339,0.001032128930091858,-0.2064502239227295,-6.179809133755043e-05,6.123157618276309e-06,0.007205849047750235,-89.60455322265625,-0.020782673731446266,0.00041291251545771956,0.06049569696187973
S0_stock,58,22386,353.12021839860245,106.4245376586914,-13.933527946472168,-0.004526443313807249,0.005497949663549662,-0.8023557662963867,3.623962356869015e-07,0.8023746027633827,0.00033523887395858765,0.02468585968017578,2.899169885495212e-05,1.6779486031737179e-06,0.0069326418451964855,-89.606201171875,0.0005761904758401215,0.0004654411459341645,-0.0808573067188263
S0_stock,59,22387,353.1702183993475,106.42484283447266,-13.973857879638672,-0.00452777836471796,0.005628297571092844,-0.8082410097122192,8.392333938900265e-07,0.8082606061876829,0.0026069581508636475,-0.11770486831665039,9.5367431640625e-06,-3.051740350201726e-05,0.007280981168150902,-89.60692596435547,-0.007557997480034828,-0.001670653815381229,-0.07268554717302322
S0_stock,60,22388,353.22021840009256,106.42512512207031,-14.01425552368164,-0.004527473356574774,0.005569458473473787,-0.8095366954803467,7.438659395120339e-07,0.8095558536614262,-0.001176781952381134,-0.025913715362548828,-1.907349087559851e-06,-4.168816403193887e-10,0.00716486806049943,-89.60525512695312,-0.0009380837436765432,-0.0003985890361946076,0.1340155005455017
S0_stock,61,22389,353.2702184008376,106.4254150390625,-14.054829597473145,-0.004526786506175995,0.005550022702664137,-0.8124942779541016,1.0299681889591739e-06,0.8125132334068275,-0.0003887154161930084,-0.059151649475097656,5.722044988942798e-06,0.0,0.007028264459222555,-89.60540008544922,0.0021670975256711245,0.0009231740841642022,0.05293471738696098
S0_stock,62,22390,353.3202184015827,106.42572021484375,-14.095584869384766,-0.004527511540800333,0.005615576170384884,-0.81479811668396,5.722045557376987e-07,0.8148174676869543,0.0013110693544149399,-0.04607677459716797,-9.155272891803179e-06,0.0,0.007199019193649292,-89.6063461303711,0.009076952934265137,-0.0005068245227448642,-0.1567378044128418
S0_stock,63,22391,353.37021840232774,106.42601013183594,-14.136449813842773,-0.004526939243078232,0.0056487787514925,-0.820537269115448,1.201629629576928e-06,0.8205567126715035,0.0006640516221523285,-0.11478304862976074,1.2588501704158261e-05,2.7885212148248684e-06,0.00706241512671113,-89.60657501220703,-0.011410804465413094,-0.0001742606982588768,-0.037146877497434616
S0_stock,64,22392,353.4202184030728,106.42630004882812,-14.177486419677734,-0.004526824690401554,0.0056088767014443874,-0.8189406991004944,5.912780807193485e-07,0.8189599063088547,-0.0007980410009622574,0.031931400299072266,-1.2207030522404239e-05,-4.168816403193887e-10,0.007007773499935865,-89.60588836669922,0.022444751113653183,0.0011728155659511685,0.11898445338010788
S0_stock,65,22393,353.47021840381785,106.42658996582031,-14.218667984008789,-0.0045270537957549095,0.005668402183800936,-0.8270392417907715,-1.23977656585339e-06,0.8270586667502545,0.0011905096471309662,-0.161970853805542,-3.6621091567212716e-05,-4.168816403193887e-10,0.00706241512671113,-89.60507202148438,-0.01397523283958435,4.087024353793822e-05,0.045630693435668945
S0_stock,66,22394,353.5202184045629,106.4268798828125,-14.25995922088623,-0.004526176489889622,0.005675428546965122,-0.8250202536582947,8.583068620282575e-07,0.8250397744571624,0.00014052726328372955,0.04037976264953613,4.196166628389619e-05,2.5154638478852576e-06,0.006802868098020554,-89.6060791015625,0.016070734709501266,-0.00031735197990201414,-0.0923437550663948
S0_stock,67,22395,353.57021840530797,106.42718505859375,-14.301448822021484,-0.004526634234935045,0.005758760496973991,-0.8325636386871338,-1.2302398317842744e-06,0.8325835548387532,0.0016666390001773834,-0.15086770057678223,-4.1770937968976796e-05,0.0,0.00697362283244729,-89.60697174072266,-0.011824998073279858,-0.0006467610946856439,-0.054248712956905365
S0_stock,68,22396,353.620218406053,106.4274673461914,-14.342996597290039,-0.004525336902588606,0.005721556954085827,-0.8311899304389954,1.3351440202313825e-06,0.8312096225856287,-0.0007440708577632904,0.027474164962768555,5.1307681133039296e-05,-2.0844082015969434e-10,0.006618452724069357,-89.60567474365234,0.009495188482105732,2.050788316410035e-05,0.08902968466281891
S0_stock,69,22397,353.6702184067981,106.42776489257812,-14.384757041931152,-0.004525871016085148,0.005721064284443855,-0.8374444246292114,7.24792471373803e-07,0.837463966341014,-9.853392839431763e-06,-0.1250898838043213,-1.2207030522404239e-05,2.6880527457251446e-06,0.006768716964870691,-89.60491180419922,-0.0083138607442379,0.000771090155467391,0.058012042194604874
S0_stock,70,22398,353.72021840754314,106.42805480957031,-14.426572799682617,-0.004524765070527792,0.005751346703618765,-0.8368006944656372,4.863738922722405e-07,0.8368204587886905,0.0006056483834981918,0.012874603271484375,-4.76837158203125e-06,-2.0844082015969434e-10,0.00645452830940485,-89.606201171875,0.0074837226420640945,0.00018846901366487145,-0.09550103545188904
S0_stock,71,22399,353.7702184082882,106.42835998535156,-14.468585014343262,-0.004524955525994301,0.005829568486660719,-0.8421334028244019,6.866454782539222e-07,0.8421535798307922,0.0015644356608390808,-0.10665416717529297,4.00543194700731e-06,2.0844082015969434e-10,0.006522830110043287,-89.60674285888672,-0.005617396906018257,-0.0007748245261609554,-0.05558953806757927
S0_stock,72,22400,353.82021840903326,106.42864227294922,-14.510665893554688,-0.004524192772805691,0.0057917567901313305,-0.8419574499130249,1.039505036715127e-06,0.8419773701898646,-0.0007562339305877686,0.0035190582275390625,7.057191396597773e-06,0.0,0.006283773574978113,-89.6055908203125,0.007769976742565632,6.736200884915888e-05,0.10000281035900116
S0_stock,73,22401,353.8702184097783,106.4289321899414,-14.552923202514648,-0.00452423095703125,0.0057961768470704556,-0.8470708131790161,1.6212462696785224e-06,0.8470906434428553,8.840113878250122e-05,-0.10226726531982422,1.1634824659267906e-05,2.339748107260675e-06,0.0063110943883657455,-89.60509490966797,-0.005474016070365906,0.0005939711700193584,0.05157905071973801
S0_stock,74,22402,353.9202184105234,106.42922973632812,-14.595263481140137,-0.0045236204750835896,0.005825404543429613,-0.8468642234802246,-4.0054320038507285e-07,0.8468842591222362,0.0005845539271831512,0.004131793975830078,-4.0435788832837716e-05,0.0,0.006119849160313606,-89.606201171875,0.0086032310500741,5.6486369430786e-05,-0.09872233867645264
S0_stock,75,22403,353.97021841126843,106.42952728271484,-14.63776683807373,-0.00452358229085803,0.005886137951165438,-0.852109432220459,6.580352760465757e-07,0.8521297618904565,0.0012146681547164917,-0.1049041748046875,2.117157055181451e-05,-2.0844082015969434e-10,0.006140339653939009,-89.60662078857422,-0.006350281182676554,-0.0005094393854960799,-0.047409579157829285
S0_stock,76,22404,354.0202184120135,106.4298095703125,-14.68035888671875,-0.004523162730038166,0.005857695359736681,-0.8517806529998779,-9.250640573554847e-07,0.851800794447083,-0.0005688518285751343,0.006575584411621094,-3.166198803228326e-05,0.0,0.005990075413137674,-89.60567474365234,0.00889252033084631,5.67749266338069e-05,0.09379686415195465
S0_stock,77,22405,354.07021841275855,106.43010711669922,-14.723109245300293,-0.004523200914263725,0.005875198636204004,-0.8571290373802185,0.0,0.8571491729444501,0.00035006552934646606,-0.10696768760681152,1.850128137448337e-05,4.7149313786576386e-07,0.006024226546287537,-89.60521697998047,-0.007044452708214521,0.00028034872957505286,0.04382415860891342
S0_stock,78,22406,354.1202184135036,106.4303970336914,-14.76595401763916,-0.004522895906120539,0.005892596673220396,-0.8568268418312073,6.389617510649259e-07,0.8568471039680313,0.0003479607403278351,0.006043910980224609,1.277923547604587e-05,1.6935816802288173e-06,0.0059081134386360645,-89.60613250732422,0.008317162282764912,0.00012574128049891442,-0.08660297095775604
S0_stock,79,22407,354.17021841424867,106.43070220947266,-14.808958053588867,-0.004522934090346098,0.00594700314104557,-0.8621605634689331,-4.386901650832442e-07,0.8621810738166433,0.0010881293565034866,-0.1066744327545166,-2.1553038095589727e-05,0.0,0.005962754599750042,-89.60657501220703,-0.007335602771490812,-0.00032595611992292106,-0.03939312696456909
